gene_id,chromosome,geneStart,geneEnd,targetsTSS,controlTSS,utr3Segment,target5utr,control5utr,utr3segs.distalSegment,cdsexons,strand,tissue,geneType
FBgn0262975,3R,23185580,23228211,23226711-23227211,23191120-23191654,23185643-23223120,23226441-23226711,23190840-23191120,23185643-23186759,23187877-23223120,-,Heads,dominant
FBgn0038984,3R,22543693,22549346,22547708-22548210,22547198-22547698,22543579-22547710,22547659-22547708,22546087-22546273,22543579-22544557,22544615-22547123,-,Heads,dominant
FBgn0013759,3R,21783400,21824174,21808689-21809189,21822674-21823174,21783391-21787105,21807599-21808689,21822483-21822674,21783391-21783400,21786930-21821023,-,Heads,dominant
FBgn0011672,3R,21051383,21062300,21060653-21061153,21060800-21061300,21051328-21055415,21060282-21060653,21060745-21060800,21051328-21052242,21055345-21058468,-,Heads,dominant
FBgn0016917,3R,20535323,20553811,20551107-20551607,20552311-20552811,20534282-20540454,20550721-20551107,20552081-20552311,20534282-20534529,20534610-20542092,-,Heads,dominant
FBgn0038745,3R,19897372,19905189,19903665-19904165,19903235-19903735,19897373-19900095,19902841-19903665,19902841-19903235,19897373-19897645,19899153-19901810,-,Heads,dominant
FBgn0038683,3R,19154097,19161378,19156812-19157312,19159878-19160378,19153864-19155797,19156659-19156812,19159610-19159878,19153864-19155797,19155865-19156546,-,Heads,dominant
FBgn0038603,3R,18303279,18315907,18314407-18314907,18310819-18311319,18302850-18306803,18314191-18314407,18310801-18310819,18302850-18302967,18304132-18309536,-,Heads,dominant
FBgn0010877,3R,18288866,18300379,18298879-18299379,18291767-18292267,18288778-18291503,18298124-18298879,18291655-18291767,18288778-18289707,18289766-18291503,-,Heads,dominant
FBgn0038504,3R,17395199,17404015,17401454-17401954,17402515-17403015,17393273-17399601,17401311-17401454,17399019-17402515,17393273-17396236,17393673-17399601,-,Heads,dominant
FBgn0014141,3R,17091533,17126889,17098807-17099307,17095547-17096047,17091534-17104391,17098562-17098807,17095364-17095547,17091534-17092224,17092287-17119154,-,Heads,dominant
FBgn0022344,3R,16613398,16615891,16613398-16613898,16614391-16614891,16597074-16614047,16613309-16613398,16614104-16614391,16597074-16597755,16597815-16613250,-,Heads,dominant
FBgn0026059,3R,16068523,16100261,16083070-16083570,16098761-16099261,16068524-16070481,16082864-16083070,16098631-16098761,16068524-16068758,16069863-16097620,-,Heads,dominant
FBgn0026737,3R,15362796,15365357,15363786-15364286,15367665-15368165,15362797-15365345,15363377-15363786,15367147-15367665,15362797-15363097,15363152-15366596,-,Heads,dominant
FBgn0266064,3R,15141843,15149031,15147531-15148031,15145471-15145971,15139008-15145239,15147475-15147531,15145318-15145471,15139008-15139773,15139915-15145239,-,Heads,dominant
FBgn0266756,3R,14804092,14876988,14873451-14873951,14811610-14812110,14804064-14807331,14873164-14873451,14811502-14811610,14804064-14804092,14807390-14860067,-,Heads,dominant
FBgn0086686,3R,14642672,14657216,14655197-14655697,14655716-14656216,14642673-14645397,14655158-14655197,14655460-14655716,14642673-14645188,14645296-14649368,-,Heads,dominant
FBgn0038233,3R,14509049,14513212,14511460-14511960,14511712-14512212,14508988-14510151,14510819-14511460,14510819-14511712,14508988-14510151,14510236-14510750,-,Heads,dominant
FBgn0264493,3R,13967061,14033557,14032057-14032557,13983363-13983863,13967012-13970439,14031573-14032057,13981634-13983363,13967012-13967061,13969397-14026944,-,Heads,dominant
FBgn0040076,3R,13710017,13713335,13710823-13711323,13711835-13712335,13709130-13710153,13710723-13710823,13711645-13711835,13709130-13709382,13709441-13711571,-,Heads,dominant
FBgn0000024,3R,13222951,13261017,13258777-13259277,13259517-13260017,13222952-13229770,13258303-13258777,13259453-13259517,13222952-13223378,13232679-13258425,-,Heads,dominant
FBgn0017581,3R,11750931,11765957,11764457-11764957,11760079-11760579,11750917-11764457,11763484-11764457,11759554-11760079,11750917-11755111,11755177-11756492,-,Heads,dominant
FBgn0051363,3R,11590386,11621406,11619906-11620406,11604754-11605254,11590387-11593766,11619704-11619906,11604586-11604754,11590387-11590606,11591501-11604283,-,Heads,dominant
FBgn0037912,3R,11559896,11568554,11562296-11562796,11567054-11567554,11559878-11564711,11562201-11562296,11566918-11567054,11559878-11560792,11560852-11561205,-,Heads,dominant
FBgn0001235,3R,10507561,10641068,10614276-10614776,10639568-10640068,10507559-10585928,10612985-10614276,10638624-10639568,10507559-10511537,10511759-10613800,-,Heads,dominant
FBgn0004889,3R,10126129,10141272,10134482-10134982,10139772-10140272,10126130-10129433,10133215-10134482,10139327-10139772,10126130-10129433,10128630-10135064,-,Heads,dominant
FBgn0037715,3R,9571911,9575711,9573615-9574115,9573986-9574486,9571794-9573289,9573354-9573615,9573803-9573986,9571794-9571794,9573249-9577366,-,Heads,dominant
FBgn0037697,3R,9456815,9462152,9460652-9461152,9458846-9459346,9456816-9458533,9460271-9460652,9458595-9458846,9456816-9458125,9458203-9458772,-,Heads,dominant
FBgn0037686,3R,9400237,9402726,9401202-9401702,9401020-9401520,9400168-9401022,9401196-9401202,9400942-9401020,9400168-9400878,9400942-9401022,-,Heads,dominant
FBgn0263231,3R,8654975,8662261,8660422-8660922,8660761-8661261,8654976-8657843,8659963-8660422,8659963-8660761,8654976-8655906,8655978-8658387,-,Heads,dominant
FBgn0027608,3R,5758680,5782576,5777792-5778292,5771898-5772398,5754933-5761717,5777590-5777792,5771630-5771898,5754933-5755334,5755403-5777125,-,Heads,dominant
FBgn0013576,3R,5270116,5351943,5350010-5350510,5283379-5283879,5270103-5294855,5349468-5350010,5282665-5283379,5270103-5270116,5274149-5336635,-,Heads,dominant
FBgn0026620,3R,4733654,4750556,4739547-4740047,4746414-4746914,4732823-4744665,4739511-4739547,4745842-4746414,4732823-4732942,4735165-4744665,-,Heads,dominant
FBgn0051523,3R,4465421,4480707,4479106-4479606,4471603-4472103,4464813-4473188,4479062-4479106,4468464-4471279,4464813-4464956,4467294-4473188,-,Heads,dominant
FBgn0037120,3L,21724326,21730306,21728673-21729173,21728806-21729306,21724095-21728673,21728451-21728673,21728287-21728806,21724095-21725495,21725555-21728392,-,Heads,dominant
FBgn0037070,3L,21301785,21306158,21304467-21304967,21304045-21304545,21302076-21304091,21304388-21304467,21303910-21304045,21302076-21302159,21303808-21304091,-,Heads,dominant
FBgn0262518,3L,19867488,19872578,19871078-19871578,19869558-19870058,19867489-19868645,19870381-19871078,19869368-19869558,19867489-19868645,19868724-19869428,-,Heads,dominant
FBgn0036875,3L,19492053,19499223,19496704-19497204,19497723-19498223,19488838-19493126,19496551-19496704,19496551-19497723,19488838-19492053,19493500-19494918,-,Heads,dominant
FBgn0036862,3L,19281364,19294266,19292524-19293024,19288569-19289069,19281365-19285413,19291480-19292524,19288392-19288569,19281365-19285100,19285224-19285413,-,Heads,dominant
FBgn0016797,3L,19140975,19236873,19170648-19171148,19235373-19235873,19142124-19146473,19169844-19170648,19234805-19235373,19142124-19146473,19160619-19232572,-,Heads,dominant
FBgn0260943,3L,17058774,17239712,17147969-17148469,17238212-17238712,17058778-17078198,17147107-17147969,17237832-17238212,17058778-17065476,17066625-17236062,-,Heads,dominant
FBgn0036663,3L,16787573,16809231,16807731-16808231,16800189-16800689,16787562-16790943,16807533-16807731,16800101-16800189,16787562-16787573,16788662-16799954,-,Heads,dominant
FBgn0260635,3L,16038410,16052534,16046846-16047346,16050671-16051171,16038411-16043071,16046485-16046846,16050458-16050671,16038411-16040065,16042786-16043071,-,Heads,dominant
FBgn0000489,3L,15925805,15956297,15952993-15953493,15954797-15955297,15925806-15927142,15952102-15952993,15954651-15954797,15925806-15926336,15927065-15954587,-,Heads,dominant
FBgn0013263,3L,14747929,14762549,14757962-14758462,14761844-14762344,14747869-14757330,14757842-14757962,14761784-14761844,14747869-14751775,14751267-14761726,-,Heads,dominant
FBgn0036369,3L,13465552,13476287,13474787-13475287,13474543-13475043,13465538-13468894,13474297-13474787,13474297-13474543,13465538-13465539,13466944-13469862,-,Heads,dominant
FBgn0052103,3L,12402295,12416342,12414842-12415342,12408650-12409150,12402157-12408650,12414702-12414842,12408110-12408650,12402157-12404290,12404363-12414086,-,Heads,dominant
FBgn0036180,3L,11605436,11610965,11609465-11609965,11608285-11608785,11605075-11607083,11609286-11609465,11607652-11608285,11605075-11605094,11606257-11609188,-,Heads,dominant
FBgn0259481,3L,11522757,11563733,11558739-11559239,11553112-11553612,11522714-11527342,11558272-11558739,11552830-11553112,11522714-11525513,11525580-11542834,-,Heads,dominant
FBgn0036134,3L,11114169,11122283,11120783-11121283,11118466-11118966,11113741-11115418,11120610-11120783,11118415-11118466,11113741-11115418,11115484-11118065,-,Heads,dominant
FBgn0036007,3L,9494555,9506828,9505328-9505828,9497366-9497866,9494556-9497048,9505132-9505328,9497294-9497366,9494556-9494698,9495917-9501056,-,Heads,dominant
FBgn0035988,3L,9415755,9418888,9426677-9427177,9417388-9417888,9414989-9419271,9426223-9426677,9417096-9417388,9414989-9419271,9416261-9419271,-,Heads,dominant
FBgn0011206,3L,9097629,9135905,9130355-9130855,9125313-9125813,9096878-9107155,9129897-9130355,9125167-9125313,9096878-9101641,9107342-9130608,-,Heads,dominant
FBgn0000116,3L,9048781,9067527,9057581-9058081,9066027-9066527,9048725-9064517,9057543-9057581,9065708-9066027,9048725-9050359,9051130-9064517,-,Heads,dominant
FBgn0003149,3L,8732858,8746810,8745310-8745810,8738907-8739407,8732846-8742423,8744963-8745310,8738640-8738907,8732846-8732858,8734240-8744331,-,Heads,dominant
FBgn0261788,3L,7655389,7719895,7695654-7696154,7716324-7716824,7655390-7709350,7695376-7695654,7716168-7716324,7655390-7656203,7661981-7710969,-,Heads,dominant
FBgn0052423,3L,5155821,5279444,5184797-5185297,5273334-5273834,5157512-5170440,5184215-5184797,5271340-5273334,5157512-5161601,5161768-5276363,-,Heads,dominant
FBgn0004910,3L,3909973,3937117,3925602-3926102,3935617-3936117,3909932-3914002,3925463-3925602,3935486-3935617,3909932-3911914,3913626-3930996,-,Heads,dominant
FBgn0035473,3L,3907852,3911431,3909592-3910092,3909931-3910431,3907814-3909592,3909221-3909592,3909757-3909931,3907814-3908531,3908779-3909039,-,Heads,dominant
FBgn0035400,3L,3128034,3144957,3139953-3140453,3134180-3134680,3128035-3129859,3139751-3139953,3133949-3134180,3128035-3129423,3129587-3133338,-,Heads,dominant
FBgn0035253,3L,1654247,1666564,1664241-1664741,1665064-1665564,1654239-1661592,1664090-1664241,1664918-1665064,1654239-1654726,1654807-1664844,-,Heads,dominant
FBgn0024277,3L,995982,1036375,1022889-1023389,1000567-1001067,995983-1034917,1022678-1022889,1000378-1000567,995983-998731,998351-1034065,-,Heads,dominant
FBgn0010435,2R,24976456,24987570,24983204-24983704,24986044-24986569,24975888-24986069,24983027-24983204,24984381-24986044,24975888-24977460,24977519-24984940,-,Heads,dominant
FBgn0035049,2R,24671294,24689684,24685090-24685590,24688184-24688684,24671295-24676125,24684707-24685090,24687896-24688184,24671295-24672306,24672551-24682441,-,Heads,dominant
FBgn0041582,2R,24126638,24135051,24133551-24134051,24131839-24132339,24126631-24129948,24132997-24133551,24131595-24131839,24126631-24128613,24128680-24130437,-,Heads,dominant
FBgn0263006,2R,23925077,23937384,23935680-23936180,23933740-23934240,23926912-23932591,23935580-23935680,23933691-23933740,23926912-23927181,23929314-23932814,-,Heads,dominant
FBgn0028371,2R,22717321,22741959,22729272-22729772,22740459-22740959,22717248-22724157,22729101-22729272,22740369-22740459,22717248-22717810,22717873-22736915,-,Heads,dominant
FBgn0003175,2R,22494297,22563565,22514099-22514599,22546558-22547058,22494295-22499736,22512811-22514099,22546455-22546558,22494295-22494295,22497108-22561142,-,Heads,dominant
FBgn0034718,2R,22298214,22313437,22311937-22312437,22311306-22311806,22298215-22301009,22311696-22311937,22308208-22311306,22298215-22301009,22308208-22308256,-,Heads,dominant
FBgn0034709,2R,22189817,22204171,22202671-22203171,22193155-22193655,22189759-22191855,22202490-22202671,22193034-22193155,22189759-22190503,22190582-22191855,-,Heads,dominant
FBgn0243516,2R,22106107,22124062,22122562-22123062,22116342-22116842,22105964-22110023,22121893-22122562,22116151-22116342,22105964-22107205,22108486-22122194,-,Heads,dominant
FBgn0010415,2R,21392402,21482676,21481176-21481676,21417074-21417574,21392403-21399313,21480091-21481176,21416880-21417074,21392403-21394735,21394878-21480378,-,Heads,dominant
FBgn0000615,2R,20667427,20672583,20670761-20671261,20670491-20670991,20667428-20670131,20670638-20670761,20670201-20670491,20667428-20668282,20668575-20670377,-,Heads,dominant
FBgn0003435,2R,19517864,19633008,19631508-19632008,19547071-19547571,19523641-19532374,19631037-19631508,19546449-19547071,19523641-19530700,19532170-19629070,-,Heads,dominant
FBgn0263391,2R,19397032,19426403,19424903-19425403,19411496-19411996,19396971-19410516,19424823-19424903,19411361-19411496,19396971-19398805,19399026-19423797,-,Heads,dominant
FBgn0264753,2R,19311148,19358025,19356525-19357025,19325496-19325996,19311149-19317636,19356208-19356525,19325198-19325496,19311149-19312714,19312785-19349911,-,Heads,dominant
FBgn0050460,2R,17065971,17089133,17087633-17088133,17073052-17073552,17066099-17067454,17087223-17087633,17072530-17073052,17066099-17066142,17067526-17081849,-,Heads,dominant
FBgn0020236,2R,15993531,16002790,16001273-16001773,16000287-16000787,15992971-15996098,16001188-16001273,15999805-16000287,15992971-15994396,15994462-15999970,-,Heads,dominant
FBgn0265045,2R,15946933,15990998,15952088-15952588,15968467-15968967,15946934-15960079,15951158-15952088,15966594-15968467,15946934-15947072,15948005-15966530,-,Heads,dominant
FBgn0023441,2R,15657318,15678169,15675953-15676453,15665094-15665594,15657215-15663170,15675517-15675953,15664324-15665094,15657215-15658401,15658610-15672285,-,Heads,dominant
FBgn0261854,2R,14944458,14964469,14958456-14958956,14962969-14963469,14944459-14952589,14958244-14958456,14962695-14962969,14944459-14945227,14946150-14961841,-,Heads,dominant
FBgn0001220,2R,14252598,14257692,14256061-14256561,14256192-14256692,14252598-14255407,14255834-14256061,14255834-14256192,14252598-14253288,14253352-14255715,-,Heads,dominant
FBgn0260964,2R,13513132,13535751,13532989-13533489,13529875-13530375,13513113-13519963,13532661-13532989,13529511-13529875,13513113-13513124,13518538-13531619,-,Heads,dominant
FBgn0013765,2R,13439314,13451975,13449400-13449900,13445374-13445874,13439315-13443816,13448997-13449400,13445211-13445374,13439315-13440328,13440392-13447328,-,Heads,dominant
FBgn0261625,2R,12670483,12681093,12675418-12675918,12676594-12677094,12670607-12671486,12674991-12675418,12676503-12676594,12670607-12671349,12671535-12676231,-,Heads,dominant
FBgn0261673,2R,12659497,12671719,12665799-12666299,12661750-12662250,12658257-12665799,12665745-12665799,12661261-12661750,12658257-12660385,12660457-12667994,-,Heads,dominant
FBgn0045063,2R,12487451,12508833,12507333-12507833,12491379-12491879,12487379-12488694,12506811-12507333,12491327-12491379,12487379-12488694,12488762-12490705,-,Heads,dominant
FBgn0033446,2R,9810974,9821553,9820053-9820553,9812774-9813274,9810975-9811968,9819840-9820053,9812724-9812774,9810975-9811968,9812482-9812664,-,Heads,dominant
FBgn0020621,2R,9252310,9286597,9256377-9256877,9275030-9275530,9252311-9254207,9256111-9256377,9274649-9275030,9252311-9254207,9254275-9284129,-,Heads,dominant
FBgn0010504,2R,8146918,8158154,8149171-8149671,8149435-8149935,8146919-8148395,8148928-8149171,8149308-8149435,8146919-8148395,8149308-8149435,-,Heads,dominant
FBgn0042135,2R,7716807,7737122,7722655-7723155,7735622-7736122,7716782-7719574,7722034-7722655,7735377-7735622,7716782-7719306,7719376-7729708,-,Heads,dominant
FBgn0033196,2R,7595265,7622211,7620711-7621211,7614535-7615035,7595243-7597389,7620605-7620711,7614461-7614535,7595243-7597060,7596950-7620439,-,Heads,dominant
FBgn0265137,2R,6875906,6880427,6878927-6879427,6878641-6879141,6875820-6877362,6878845-6878927,6878439-6878641,6875820-6876118,6876527-6878358,-,Heads,dominant
FBgn0085421,2R,6759715,6800441,6798941-6799441,6789023-6789523,6759716-6763183,6798770-6798941,6788462-6789023,6759716-6762774,6762834-6797412,-,Heads,dominant
FBgn0033062,2R,6080828,6087125,6085625-6086125,6085436-6085936,6080829-6081415,6085550-6085625,6085086-6085436,6080829-6081034,6081736-6085230,-,Heads,dominant
FBgn0032935,2L,21212322,21222072,21220572-21221072,21218544-21219044,21212323-21213768,21220260-21220572,21213917-21218544,21212323-21213166,21213223-21214647,-,Heads,dominant
FBgn0041789,2L,19400753,19428096,19404789-19405289,19414477-19414977,19400754-19404789,19404750-19404789,19414412-19414477,19400754-19403061,19403999-19420191,-,Heads,dominant
FBgn0260632,2L,17436830,17451864,17445567-17446067,17448510-17449010,17436831-17442582,17445249-17445567,17448278-17448510,17436831-17438646,17437419-17449368,-,Heads,dominant
FBgn0032614,2L,16842300,16850216,16847197-16847697,16848716-16849216,16841733-16843394,16846751-16847197,16848600-16848716,16841733-16842300,16843513-16846964,-,Heads,dominant
FBgn0045842,2L,15257267,15266192,15264227-15264727,15264692-15265192,15257268-15263664,15263770-15264227,15263770-15264692,15257268-15257586,15257799-15271143,-,Heads,dominant
